day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-07-01,0.29439516817636635,0.9602334845774648,0.17603712541820857,0.9003000703949122,27.0
2025-07-02,-0.07383889330595945,0.8391542423831985,-0.41503972243249226,0.9475971888464612,22.0
2025-07-03,-0.030613724218516086,0.7610591793769711,-0.02127245922343235,1.150295827962172,12.0
2025-07-04,-0.6149422167407933,0.753082010387889,-0.8985100214800927,0.4280117642318972,6.0
2025-07-05,0.36754457190570033,1.0684181165909525,0.013113831193877008,1.1618591862490937,13.0
2025-07-06,0.10778988359439547,1.370871085813002,0.5741165026598335,1.0678247974039843,9.0
2025-07-07,-0.20299940509384468,0.947813961857434,0.21505612191609738,0.878176098631843,26.0
2025-07-08,-0.39322671374223,1.07503234244968,0.17130876638976908,1.2365665264661305,13.0
2025-07-09,-0.12291314264656845,0.8647489688058834,-0.02347144766520118,1.116752271151685,20.0
2025-07-10,0.32316187601551405,1.2031053601816049,-0.06430078173412922,0.8036222417759721,21.0
2025-07-11,-0.1648626521044671,0.7454395098530042,0.10201852675851732,0.8652886472620132,14.0
2025-07-12,-0.1259521915102582,0.4683781465074564,-0.18212106548270815,1.3094649793922137,8.0
2025-07-13,0.2731595689239206,0.987494320846398,-0.4268300111359412,0.5783066367531235,7.0
2025-07-14,0.12255067031362758,0.5443781575670568,-0.13296613009194266,0.5874181188021291,4.0
2025-07-15,0.5324045642474162,1.0030295537585805,-0.062310472788987825,0.8083786561884949,15.0
2025-07-16,0.12415061980087691,0.7787296553526057,-0.08526537884538368,0.8520436964451459,29.0
2025-07-17,-0.13411293226046087,1.1697973211886425,-0.0834957342144056,1.0862965111281984,25.0
2025-07-18,0.25181149054110247,1.0120410349006717,0.12118075612394938,0.8553852493873244,23.0
2025-07-19,0.7786793431459064,1.1551488971090496,0.19671879386320576,0.43702510673484746,7.0
2025-07-20,-0.27438553444988706,0.3697666612504301,0.38596907566680105,0.3991411618459882,3.0
2025-07-21,0.05166225117525385,0.8692619810153125,-0.02062808879055171,0.7103528848865515,11.0
2025-07-22,-0.21533908919437816,0.6780521418791452,-0.399826016487987,0.6848116907533669,28.0
2025-07-23,0.10915807325843245,0.7799018877631083,0.04811131112009962,0.8597556989764282,21.0
2025-07-24,-0.2417696665248362,0.908014219022086,0.0900319294986398,1.1300805067693298,14.0
2025-07-25,-0.1555776830673705,1.0986885410021543,-0.10677141771722266,0.9863842369923119,23.0
2025-07-26,-0.49366055747939364,0.8510654514003365,0.471944214333927,1.6111002478676393,4.0
2025-07-27,-0.3623596822048419,0.5558788178717892,-0.33592451539502144,0.15056134596082404,4.0
2025-07-28,-0.2742733445302781,0.5244285244803125,-0.39660225703949264,0.4503753168544955,16.0
2025-07-29,-0.11714998242888788,0.9050861353585608,0.28558502046620404,1.001604510362889,18.0
