keyword,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
'Al Nassr',0.059928751347714734,1.0,-0.8352349392917302,1.0,1.0
'Al Pacino',0.9177903636536161,1.0,0.5063255268468356,1.0,1.0
'Aleksandar Vucic',0.7807844055158024,0.05974513955467889,0.1339332383093749,0.6486629042677414,2.0
'Alexander Dobrindt',0.11538809705854888,1.0,0.1779052069236485,1.0,1.0
'Andrew Cuomo',-0.2326541612366513,0.4046317432611217,0.2987018271720561,0.5932053497250352,8.0
'Andrew Tate',0.5790055988241223,1.0999189220244483,0.15329925444668238,0.37653611464705244,4.0
'Angelina Jolie',1.0310885608106273,1.2399093237157373,1.3695933542271446,0.7895263933390217,3.0
'Ayatollah Khomeini',1.3620409741609252,0.9642667020806269,1.4292307047168131,0.03727908944817141,2.0
'Ben Affleck',-0.3805627955020964,0.03819706673368349,-0.1568155286274005,1.0,2.0
'Bernie Sanders',-0.5889765609232738,1.6704221685253033,-0.4913758772031193,0.6537505913061572,4.0
'Billie Eilish',-0.4675825225314227,1.0,-0.7340740184702046,1.0,1.0
'Brad Pitt',-0.13091712734140323,1.341890965697724,0.6323602727044804,1.1021167081330823,17.0
'Britney Spears',-0.12496820482437845,1.0,-0.6665686639143535,1.0,1.0
'Brooklyn Beckham',1.651657546230123,1.0,1.52289744497208,1.0,1.0
'Bruce Springsteen',0.5053247585197139,1.0,-0.3346478257822752,1.0,1.0
'Bruno Retailleau',-0.5446525653828288,0.9894791918777514,-0.7770459126464363,0.655445508612583,7.0
'Camille Cottin',-0.6443507323647268,1.0,-1.4243038922401332,1.0,1.0
'Charles III',-0.25958753843857935,0.7422364230227347,-0.7623062708895234,0.7199949358523658,6.0
'Charlize Theron',-0.6588152923399813,1.0,-0.9764272941853798,1.0,1.0
'Chris Hemsworth',0.47666409384520403,0.5126379871782932,-0.7505235980960212,0.4640408570113067,2.0
'Cristiano Ronaldo',-0.17642898778658797,1.096509122259102,0.11473669795296929,0.5982995406256261,7.0
'Cruz Beckham',-0.47335376095000914,1.0,-0.6119808250007188,1.0,1.0
'Curtis Yarvin',-1.1056390233755062,0.5813096085933978,0.06873759577483268,1.118866888369475,2.0
'David Beckham',-0.12534778051842654,1.11911175994917,0.6671735006168745,1.8274287161292384,22.0
'David Cameron',0.47617864323177894,1.0,-0.913820570300218,1.0,1.0
'Donald Trump',-0.038090711834255886,0.8890309272266261,0.042290621616282435,1.072144402370383,88.0
'Edouard Philippe',0.4470034773881013,1.0,-1.0713076643010702,1.0,1.0
'Ehud Olmert',-0.4314300830108963,0.9076038670172242,0.03855760097246131,0.7052777432630177,4.0
'Elon Musk',-0.02716086302133466,0.9866884556229244,0.08318292247960493,1.0434710183167613,66.0
'Emma Stone',-0.5693891264525105,1.0,-0.7754200662034695,1.0,1.0
'Emmanuel Macron',-0.1168480390156303,0.8414123416087285,-0.36425719465506134,0.8451313539897874,40.0
'Eric Ciotti',-0.005600713072907081,0.04739311355983866,0.14155449372457674,1.2453102365912634,3.0
'Francesca Albanese',-0.04835827449256268,0.5200879785039172,0.37054864041725927,0.48073938506422037,5.0
'Francis Ford Coppola',-0.14024139798073254,0.5814782410433158,-0.3972029457702152,0.8616778615266908,5.0
'François Bayrou',0.34302113989605026,0.9535602067551721,-0.12946146902186384,0.6498596317370178,100.0
'François Braun',-0.29647385041902796,1.003014416787473,-0.16004609235288425,0.52378342887808,2.0
'Friedrich Merz',-0.4005570328442218,0.35935898960133195,1.345124475753638,2.037844778669488,2.0
'Gabriel Attal',-0.12244181597679962,1.028588489157845,-0.3340974157449733,0.6651913748294868,21.0
'George Miller',0.7145197014753927,1.0,-0.5468855832244363,1.0,1.0
'George Simion',0.4751812632461992,1.0,-0.07835563838877246,1.0,1.0
'Giorgia Meloni',0.44897802161414835,0.32922849458203124,0.20669620877620618,0.4503435426857815,4.0
'Greg Abbott',-0.4853418461043987,1.0,-0.2197518293386626,1.0,1.0
'Guy Ritchie',-0.16167168452638392,1.777167465214994,1.0573139279505388,0.202014777739838,2.0
'Gérald Darmanin',0.08373805980615429,0.7616966465029378,-0.3354195281291796,0.535765199704137,9.0
'Henry Samuel',0.5166261025091067,1.0,-0.35052826726471986,1.0,1.0
'Hillary Clinton',1.4525735053776103,1.0,0.9684908493830946,1.0,1.0
'Hunter Biden',-0.7823577566415699,1.0,0.44745341699248975,1.0,1.0
'Indiana Jones',0.20519154143099164,1.0,0.09018761595041355,1.0,1.0
'Jake Gyllenhaal',-0.3215186718066493,1.0,2.1738075773402175,1.0,1.0
'Jane Fonda',-1.086578831391807,1.0,-0.8667638022997686,1.0,1.0
'Jean-Jacques Rousseau',0.4206241007832127,1.0,-0.40259259277545273,1.0,1.0
'Jean-Luc Mélenchon',-0.37272433800160787,0.3670907326520498,0.07572015898014972,1.125370767951633,3.0
'Jeff Bezos',1.4091479830059213,1.0,-0.23119436798098422,1.0,1.0
'Jeffrey Epstein',-0.22157997529208984,1.7642065732086418,0.6760518621159335,0.9114171142925965,2.0
'Jens Spahn',-0.5448289158470773,1.0,0.2669220365008676,1.0,1.0
'Joe Biden',0.36747496769478366,0.6770820805165988,-0.593740376765403,0.48657508547546446,5.0
'Joe Jonas',0.8607481807006525,2.2981692725543983,-0.02531585655291242,0.022933849876888134,2.0
'Johnny Depp',-0.25637806043659567,1.9869024559928778,0.6414470944387269,1.3844515755629738,6.0
'Jordan Bardella',-0.3796522357418863,0.45137026415687376,-0.3565917139470387,0.45128168448203704,8.0
