index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://iletaitunepub.fr/2024/01/02/303885/actualites-people/lio-muriel-robin-150-artistes-signent-une-nouvelle-tribune-sur-laffaire-depardieu/,https://iletaitunepub.fr/2024/01/02/303885/actualites-people/lio-muriel-robin-150-artistes-signent-une-nouvelle-tribune-sur-laffaire-depardieu/,0,iletaitunepub.fr,"Lio, Muriel Robin… 150 artistes signent une nouvelle tribune sur l’affaire Depardieu","Le feuilleton médiatique n’en finit plus. Le 30 décembre dernier, quand nous avions révélé la parution d’une tribune, via le média Cerveaux non disponibles, en réponse à celle parue dans le Figaro le 25 décembre, certains avaient déjà vu juste. Parmi les inte…",https://iletaitunepub.fr/wp/wp-content/uploads/2024/01/lio.jpg,2024-01-02T15:31:41Z,,"Afficher Masquer les titres
Le feuilleton médiatique n’en finit plus. Le 30 décembre dernier, quand nous avions révélé la parution d’une tribune, via le média Cerveaux non disponibles, en réponse à … [+3410 chars]",,fr,'Robin Li'
https://www.france24.com/fr/france/20240103-quand-le-culte-des-grands-artistes-s-effondre-en-france-l-affaire-depardieu-vue-de-l-%C3%A9tranger,https://www.france24.com/fr/france/20240103-quand-le-culte-des-grands-artistes-s-effondre-en-france-l-affaire-depardieu-vue-de-l-%C3%A9tranger,0,www.france24.com,"""Quand le culte des grands artistes s'effondre en France"" : l'affaire Depardieu vue de l'étranger","Six ans après le début du mouvement #MeToo, les mots d'Emmanuel Macron dénonçant une ""chasse à l'homme"" à l'encontre de Gérard Depardieu - visé notamment par deux plaintes pour viol -, puis la tribune de soutien à l'acteur qui s'est ensuivie ont donné du grai…",https://s.france24.com/media/display/8291559a-aa52-11ee-be02-005056bfb2b6/w:1280/p:16x9/000_349224P.jpg,2024-01-03T16:58:47Z,,"Six ans après le début du mouvement #MeToo, les mots d'Emmanuel Macron dénonçant une ""chasse à l'homme"" à l'encontre de Gérard Depardieu - visé notamment par deux plaintes pour viol -, puis la tribun… [+9217 chars]",,fr,'Emmanuel Macron'
